Rk|Coach|From|To|Last School|Yrs|G|W|L|T|Pct|BG|BW|BL|BT|BPct|Notes
9|Ellis Rainsberger|1975|1977|Kansas State|3|33|5|28|0|.152|0|0|0|0||record adjusted to 6-27-0 by NCAA
10|John Ralston|1959|1996|San Jose State|17|182|97|81|4|.544|4|2|2|0|.500|
11|Sonny Randle|1971|1981|Marshall|8|87|32|54|1|.374|0|0|0|0||
12|Rick Rasnick|1995|1999|Eastern Michigan|5|55|20|35|0|.364|0|0|0|0||
13|John Ray|1969|1972|Kentucky|4|43|10|33|0|.233|0|0|0|0||
14|Don Read|1974|1976|Oregon|3|33|9|24|0|.273|0|0|0|0||
15|Francis Reagan|1954|1959|Villanova|6|58|17|41|0|.293|0|0|0|0||
16|Henry Redd|1932|1940|Virginia Tech|9|88|43|37|8|.534|0|0|0|0||
17|Daniel Reed|1903|1903|Penn State|1|8|5|3|0|.625|0|0|0|0||
18|Tom Reed|1978|1985|North Carolina State|8|88|43|43|2|.500|0|0|0|0||
19|Chuck Reedy|1993|1996|Baylor|4|45|23|22|0|.511|1|0|1|0|.000|
20|Trevor Rees|1962|1963|Kent State|2|18|6|11|1|.361|0|0|0|0||
21|Joe Reeves|1907|1907|Navy|1|12|9|2|1|.792|0|0|0|0||
22|Graham Reid|1902|1903|Simpson|2|10|3|7|0|.300|0|0|0|0||
23|William Reid|1901|1906|Harvard|3|34|30|3|1|.897|0|0|0|0||
24|J. Reilly|1912|1912|Washington & Lee|1|9|8|1|0|.889|0|0|0|0||
25|Joe Reilly|1904|1908|Georgetown|3|24|11|12|1|.479|0|0|0|0||
26|Bo Rein|1976|1979|North Carolina State|4|46|27|18|1|.598|2|2|0|0|1.000|
27|Bill Reinhard|1939|1941|George Washington|3|26|11|13|2|.462|0|0|0|0||
28|Bill Reinhart|1946|1947|Merchant Marine|2|22|6|16|0|.273|0|0|0|0||
29|Larry Reisbig|1987|1989|Long Beach State|3|35|11|24|0|.314|0|0|0|0||
30|L.W. Reiss|1911|1911|Virginia Tech|1|9|6|1|2|.778|0|0|0|0||
31|Howard Reiter|1903|1911|Lehigh|5|50|20|26|4|.440|0|0|0|0||
32|Joseph Restic|1971|1981|Harvard|11|101|59|39|3|.599|0|0|0|0||
33|Billy Reynolds|1902|1902|Georgia|1|7|4|2|1|.643|0|0|0|0||
34|Pete Reynolds|1919|1926|Syracuse|3|30|20|7|3|.717|0|0|0|0||
35|William Reynolds|1891|1891|Rutgers|1|14|8|6|0|.571|0|0|0|0||
36|Paul Rhoads|2009|2015|Iowa State|7|87|32|55|0|.368|3|1|2|0|.333|
37|John Rhodes|1930|1932|Wyoming|3|27|10|15|2|.407|0|0|0|0||
38|William Rhodes|1893|1894|Yale|2|27|26|1|0|.963|0|0|0|0||
39|Matt Rhule|2013|2019|Baylor|7|90|47|43|0|.522|4|1|3|0|.250|
40|Fred Rice|1957|1958|Colgate|2|18|4|14|0|.222|0|0|0|0||
41|Homer Rice|1967|1977|Rice|4|41|12|28|1|.305|0|0|0|0||
42|J.R. Richards|1905|1922|Wisconsin|11|78|52|18|8|.718|0|0|0|0||
43|William Richards|1898|1898|Bowdoin|1|12|8|3|1|.708|0|0|0|0||
44|Mark Richt|2001|2018|Miami (FL)|18|235|171|64|0|.728|17|10|7|0|.588|
45|George Rider|1920|1922|Washington (MO)|3|23|9|12|2|.435|0|0|0|0||
46|Lincoln Riley|2017|2019|Oklahoma|3|42|36|6|0|.857|3|0|3|0|.000|
47|Mike Riley|1997|2017|Nebraska|17|211|112|99|0|.531|10|7|3|0|.700|
48|M. Delmar Ritchie|1898|1898|Franklin & Marshall|1|10|4|4|2|.500|0|0|0|0||
49|J. Rix|1917|1921|Southern Methodist|5|42|16|19|7|.464|0|0|0|0||
50|Paul Roach|1987|1990|Wyoming|4|50|35|15|0|.700|3|0|3|0|.000|
51|Don Robbins|1970|1973|Idaho|4|44|20|24|0|.455|0|0|0|0||
52|Fred Robbins|1915|1916|Mississippi|2|17|5|12|0|.294|0|0|0|0||
53|Dave Roberts|1997|1998|Baylor|2|22|4|18|0|.182|0|0|0|0||
54|Steve Roberts|2002|2010|Arkansas State|9|108|45|63|0|.417|1|0|1|0|.000|record adjusted to 35-63-0 by NCAA
55|Jim Robertson|1923|1925|Oglethorpe|3|32|19|12|1|.609|0|0|0|0||
56|Sam Robertson|1980|1985|Louisiana|6|65|29|34|2|.462|0|0|0|0||record adjusted to 30-33-2 by NCAA
57|Eddie Robinson|1977|1977|Grambling State|1|11|10|1|0|.909|0|0|0|0||
58|Edward Robinson|1898|1925|Brown|24|234|140|82|12|.624|1|0|1|0|.000|
59|Greg Robinson|2005|2008|Syracuse|4|47|10|37|0|.213|0|0|0|0||record adjusted to 5-37-0 by NCAA
60|Harvey Robinson|1953|1954|Tennessee|2|21|10|10|1|.500|0|0|0|0||
61|John Robinson|1976|2004|Nevada-Las Vegas|18|213|132|77|4|.629|9|8|1|0|.889|
62|Lucius Robinson|1889|1889|Trinity (CT)|1|9|5|3|1|.611|0|0|0|0||
63|Sid Robinson|1917|1919|Mississippi State|3|20|15|5|0|.750|0|0|0|0||
64|Stanley Robinson|1920|1923|Mississippi College|4|35|21|11|3|.643|0|0|0|0||
65|Knute Rockne|1918|1930|Notre Dame|13|122|105|12|5|.881|1|1|0|0|1.000|
66|Foster Rockwell|1906|1906|Yale|1|10|9|0|1|.950|0|0|0|0||
67|W.A. Roddick|1909|1909|Chattanooga|1|7|2|3|2|.429|0|0|0|0||
68|James Rodgers|1899|1899|Yale|1|10|7|2|1|.750|0|0|0|0||
69|Pepper Rodgers|1967|1979|Georgia Tech|13|141|73|65|3|.528|2|0|2|0|.000|
70|Rich Rodriguez|2001|2017|Arizona|16|201|118|83|0|.587|11|5|6|0|.455|
71|Darryl Rogers|1969|1984|Arizona State|16|178|109|62|7|.632|1|1|0|0|1.000|
72|Edward Rogers|1904|1904|Carlisle|1|12|10|2|0|.833|0|0|0|0||
73|George Rogers|1913|1919|Citadel|4|33|14|16|3|.470|0|0|0|0||
74|Rat Rogers|1925|1945|West Virginia|9|83|44|31|8|.578|0|0|0|0||
75|Tom Rogers|1951|1955|Wake Forest|5|50|21|25|4|.460|0|0|0|0||
76|John Rohde|1961|1963|Pacific|3|29|12|17|0|.414|0|0|0|0||
77|Nick Rolovich|2016|2019|Hawaii|4|55|28|27|0|.509|3|2|1|0|.667|
78|E. Lowell Romney|1938|1948|Utah State|10|87|40|43|4|.483|1|0|1|0|.000|
79|Ott Romney|1923|1936|Brigham Young|14|120|66|47|7|.579|0|0|0|0||
80|John Roning|1951|1960|Denver|10|101|45|54|2|.455|0|0|0|0||
81|Ted Roof|2003|2007|Duke|5|51|6|45|0|.118|0|0|0|0||
82|James Root|1972|1979|William & Mary|8|88|39|48|1|.449|0|0|0|0||
83|Reginald Root|1933|1933|Yale|1|8|4|4|0|.500|0|0|0|0||
84|Bill Roper|1909|1909|Missouri|1|8|7|0|1|.938|0|0|0|0||
85|Kurt Roper|2018|2018|Colorado|1|1|0|1|0|.000|0|0|0|0||
86|Glen Rose|1944|1945|Arkansas|2|21|8|12|1|.405|0|0|0|0||
87|Tim Rose|1983|1989|Miami (OH)|7|78|31|44|3|.417|1|0|1|0|.000|
88|Bobby Ross|1973|2006|Army|18|206|103|101|2|.505|6|4|2|0|.667|
89|Tom Rossley|1991|1996|Southern Methodist|6|66|15|48|3|.250|0|0|0|0||
90|Claude Rothgeb|1928|1928|Rice|1|9|2|7|0|.222|0|0|0|0||
91|C.J. Rothget|1910|1918|Colorado College|9|61|41|18|2|.689|0|0|0|0||
92|Matt Rothwell|1903|1903|Colorado State|1|7|6|1|0|.857|0|0|0|0||
93|Ed Roundy|1922|1922|Hampden-Sydney|1|9|1|8|0|.111|0|0|0|0||
94|Reddy Rowe|1910|1910|Wake Forest|1|9|2|7|0|.222|0|0|0|0||
95|Bo Rowland|1940|1951|George Washington|7|61|28|31|2|.475|0|0|0|0||
96|Darrell Royal|1954|1976|Texas|23|249|184|60|5|.749|16|8|7|1|.531|
97|Joe Rudolph|2014|2014|Pittsburgh|1|1|0|1|0|.000|1|0|1|0|.000|
98|Joe Ruetz|1950|1950|Saint Mary's (CA)|1|10|2|7|1|.250|0|0|0|0||
99|Clive Rush|1962|1962|Toledo|1|9|3|6|0|.333|0|0|0|0||
100|John Rush|1915|1919|Cornell|3|24|15|9|0|.625|0|0|0|0||
101|John Russ|1906|1906|Tulane|1|5|0|4|1|.100|0|0|0|0||
102|Russel|1908|1908|Colorado Mines|1|5|2|3|0|.400|0|0|0|0||
103|H.N. Russell|1950|1952|Southern Methodist|3|30|13|15|2|.467|0|0|0|0||
104|Rod Rust|1967|1972|North Texas|6|62|29|32|1|.476|0|0|0|0||
105|R.B. Rutherford|1917|1923|Oregon State|7|53|28|19|6|.585|0|0|0|0||
106|Jack Ryan|1923|1924|Wisconsin|2|15|5|6|4|.467|0|0|0|0||
1|Lou Saban|1955|1979|Army|5|52|15|35|2|.308|0|0|0|0||
2|Nick Saban|1990|2019|Alabama|24|314|248|65|1|.791|25|15|10|0|.600|record adjusted to 243-65-1 by NCAA
3|Charlie Sadler|1991|1995|Northern Illinois|5|55|18|37|0|.327|0|0|0|0||
4|Joe Salem|1979|1983|Minnesota|5|55|19|35|1|.355|0|0|0|0||
5|Louis Salmon|1904|1904|Notre Dame|1|8|5|3|0|.625|0|0|0|0||
6|Tony Samuel|1997|2004|New Mexico State|8|91|34|57|0|.374|0|0|0|0||
7|Tony Sanchez|2015|2019|Nevada-Las Vegas|5|60|20|40|0|.333|0|0|0|0||
8|Red Sanders|1940|1957|UCLA|15|146|102|41|3|.709|2|0|2|0|.000|
9|Foster Sanford|1904|1904|Virginia|1|9|6|3|0|.667|0|0|0|0||
10|George Sanford|1899|1923|Rutgers|12|112|67|39|6|.625|0|0|0|0||
11|Mike Sanford Jr.|2017|2018|Western Kentucky|2|25|9|16|0|.360|1|0|1|0|.000|
12|Mike Sanford|2005|2009|Nevada-Las Vegas|5|59|16|43|0|.271|0|0|0|0||
13|Phil Sarboe|1945|1949|Washington State|5|46|17|26|3|.402|0|0|0|0||
14|Steve Sarkisian|2009|2015|Southern California|7|81|46|35|0|.568|4|2|2|0|.500|
15|Moody Sarno|1944|1945|Boston College|2|14|7|7|0|.500|0|0|0|0||
16|Ralph Sasse|1935|1937|Mississippi State|3|32|20|10|2|.656|1|0|1|0|.000|
17|Scott Satterfield|2014|2019|Louisville|6|76|55|21|0|.724|4|4|0|0|1.000|
18|George Sauer|1946|1955|Baylor|10|101|56|37|8|.594|3|0|3|0|.000|
19|John Sauer|1955|1956|Citadel|2|18|8|9|1|.472|0|0|0|0||
20|Bud Saunders|1923|1926|Clemson|4|27|9|17|1|.352|0|0|0|0||
21|William Saunders|1920|1938|Denver|12|94|49|36|9|.569|0|0|0|0||
22|Anthony Savage|1918|1918|Washington|1|2|1|1|0|.500|0|0|0|0||
23|Mack Saxon|1935|1941|Texas-El Paso|7|65|32|28|5|.531|1|0|1|0|.000|
24|Tommy Scaffe|1933|1933|Wofford|1|9|3|6|0|.333|0|0|0|0||
25|Butch Scanlon|1918|1920|Purdue|3|20|7|12|1|.375|0|0|0|0||
26|Chris Scelfo|1998|2006|Tulane|9|94|37|57|0|.394|2|2|0|0|1.000|
27|Dick Scesniak|1983|1985|Kent State|3|33|8|25|0|.242|0|0|0|0||
28|Bo Schembechler|1963|1989|Michigan|27|307|234|65|8|.775|17|5|12|0|.294|
29|H.R. Schenker|1906|1906|Texas|1|10|9|1|0|.900|0|0|0|0||
30|Rip Scherer|1995|2000|Memphis|6|66|22|44|0|.333|0|0|0|0||
31|Greg Schiano|2001|2011|Rutgers|11|135|68|67|0|.504|6|5|1|0|.833|
32|Paul Schissler|1924|1932|Oregon State|9|80|48|30|2|.613|0|0|0|0||
33|Merle Schlosser|1962|1963|Western Michigan|2|18|7|11|0|.389|0|0|0|0||
34|Warren Schmakel|1964|1964|Boston University|1|9|2|7|0|.222|0|0|0|0||
35|Francis Schmidt|1922|1942|Idaho|21|197|135|53|9|.708|0|0|0|0||
36|Howard Schnellenberger|1979|2011|Florida Atlantic|24|277|141|133|3|.514|6|6|0|0|1.000|
37|Harry Schoellkopf|1907|1908|Cornell|2|19|15|3|1|.816|0|0|0|0||
38|Paul Schudel|1985|1994|Ball State|10|112|60|48|4|.554|2|0|2|0|.000|
39|Henry Schulte|1914|1920|Nebraska|6|49|24|20|5|.541|0|0|0|0||
40|Marchy Schwartz|1935|1950|Stanford|11|103|47|50|6|.485|0|0|0|0||
41|Ben Schwartzwalder|1949|1973|Syracuse|25|247|153|91|3|.626|7|2|5|0|.286|
42|Brad Scott|1994|1998|South Carolina|5|56|23|32|1|.420|1|1|0|0|1.000|
43|George Scott|1934|1935|Colorado Mines|2|14|2|12|0|.143|0|0|0|0||
44|Larry Scott|2015|2015|Miami (FL)|1|6|4|2|0|.667|1|0|1|0|.000|
45|Xen Scott|1919|1922|Alabama|4|41|29|9|3|.744|0|0|0|0||
46|Doug Scovil|1966|1985|San Diego State|9|99|45|51|3|.470|0|0|0|0||record adjusted to 46-50-3 by NCAA
47|Bob Seaman|1971|1973|Wichita State|3|33|13|20|0|.394|0|0|0|0||
48|Steve Sebo|1954|1959|Pennsylvania|6|54|18|35|1|.343|0|0|0|0||
49|Tom Sebring|1925|1927|Florida|3|30|17|11|2|.600|0|0|0|0||
50|George Seifert|1975|1976|Cornell|2|18|3|15|0|.167|0|0|0|0||
51|Richard Selcer|1970|1971|Xavier|2|20|2|18|0|.100|0|0|0|0||
52|Carl Selmer|1975|1976|Miami (FL)|2|21|5|16|0|.238|0|0|0|0||
53|Scott Shafer|2013|2015|Syracuse|3|37|14|23|0|.378|1|1|0|0|1.000|
54|Randy Shannon|2007|2017|Florida|5|54|29|25|0|.537|2|0|2|0|.000|
55|Albert Sharpe|1928|1931|Washington (MO)|4|33|11|18|4|.394|0|0|0|0||
56|Jimmy Sharpe|1974|1977|Virginia Tech|4|44|21|22|1|.489|0|0|0|0||
57|Clark Shaughnessy|1915|1946|Pittsburgh|24|207|108|89|10|.546|1|1|0|0|1.000|
58|Frank Shaughnessy|1907|1907|Clemson|1|8|4|4|0|.500|0|0|0|0||
59|Buck Shaw|1937|1957|Air Force|8|72|46|20|6|.681|1|1|0|0|1.000|
60|David Shaw|2011|2019|Stanford|9|120|86|34|0|.717|8|5|3|0|.625|
61|Gifford Shaw|1918|1918|Presbyterian|1|2|2|0|0|1.000|0|0|0|0||
62|William Shaw|1915|1915|Newberry|1|7|2|5|0|.286|0|0|0|0||
63|Terry Shea|1990|2000|Rutgers|7|78|26|50|2|.346|1|1|0|0|1.000|
64|Dal Shealy|1980|1981|Richmond|2|22|9|13|0|.409|0|0|0|0||
65|Shack Shealy|1904|1904|Clemson|1|7|3|3|1|.500|0|0|0|0||
66|Joseph Sheeketski|1939|1950|Nevada|7|71|39|29|3|.570|2|1|1|0|.500|
67|James Sheldon|1905|1913|Indiana|9|63|34|26|3|.563|0|0|0|0||
68|Jacob Shell|1888|1889|Swarthmore|2|12|1|11|0|.083|0|0|0|0||
69|Chuck Shelton|1977|1995|Pacific|14|154|58|95|1|.380|0|0|0|0||
70|Henry Shenk|1943|1945|Kansas|3|30|11|16|3|.417|0|0|0|0||
71|Mike Sheppard|1984|1991|New Mexico|8|93|25|68|0|.269|0|0|0|0||record adjusted to 26-67-0 by NCAA
72|Dick Sheridan|1978|1992|North Carolina State|11|128|82|42|4|.656|6|2|4|0|.333|
73|Bo Sherman|1952|1959|George Washington|8|72|31|38|3|.451|1|1|0|0|1.000|
74|Mike Sherman|2008|2011|Texas A&M|4|50|25|25|0|.500|2|0|2|0|.000|
75|Jackie Sherrill|1976|2003|Mississippi State|26|304|179|121|4|.595|14|8|6|0|.571|record adjusted to 180-120-4 by NCAA
76|Ralph Sherwin|1911|1911|Kansas|1|8|4|2|2|.625|0|0|0|0||
77|Ted Shipkey|1931|1951|Montana|10|93|52|38|3|.575|1|0|1|0|.000|
78|Charles Shira|1967|1972|Mississippi State|6|63|16|45|2|.270|0|0|0|0||
79|Bernie Shively|1945|1945|Kentucky|1|10|2|8|0|.200|0|0|0|0||
80|Jim Shofner|1974|1976|Texas Christian|3|33|2|31|0|.061|0|0|0|0||
81|Mike Shula|2003|2006|Alabama|4|49|26|23|0|.531|2|1|1|0|.500|record adjusted to 10-23-0 by NCAA
82|Fritz Shurmur|1971|1974|Wyoming|4|44|15|29|0|.341|0|0|0|0||
83|Larry Siemering|1950|1951|Arizona State|2|21|13|6|2|.667|0|0|0|0||
84|Jules Sikes|1948|1953|Kansas|6|60|35|25|0|.583|0|0|0|0||
85|Bob Simmons|1995|2000|Oklahoma State|6|68|30|38|0|.441|1|0|1|0|.000|
86|F.M. Simmons|1909|1910|Davidson|2|17|9|6|2|.588|0|0|0|0||
87|Matt Simon|1995|1997|North Texas|3|33|11|22|0|.333|0|0|0|0||
88|Claude Simons|1942|1945|Tulane|4|31|13|17|1|.435|0|0|0|0||
89|Chauncey Simpson|1943|1945|Missouri|3|28|12|14|2|.464|1|0|1|0|.000|
90|Dan Simrell|1982|1989|Toledo|8|89|49|38|2|.562|1|0|1|0|.000|record adjusted to 50-37-2 by NCAA
91|Steve Sinko|1957|1963|Boston University|7|62|23|36|3|.395|0|0|0|0||
92|Kalani Sitake|2016|2019|Brigham Young|4|52|27|25|0|.519|3|2|1|0|.667|
93|Louis Skender|1950|1950|Duquesne|1|9|2|6|1|.278|0|0|0|0||
94|Steve Sloan|1973|1986|Duke|14|157|68|86|3|.443|3|0|2|1|.167|
95|R.C. Slocum|1989|2002|Texas A&M|14|172|123|47|2|.721|11|3|8|0|.273|
96|Kirby Smart|2016|2019|Georgia|4|56|44|12|0|.786|5|3|2|0|.600|
97|Andy Smith|1913|1925|California|13|118|86|22|10|.771|2|1|0|1|.750|
98|Clipper Smith|1937|1938|Duquesne|2|20|10|10|0|.500|0|0|0|0||
99|Clyde Smith|1948|1954|Arizona State|7|65|23|40|2|.369|0|0|0|0||
100|Dave Smith|1972|1975|Southern Methodist|4|44|22|20|2|.523|0|0|0|0||
101|Fred Smith|1900|1900|Illinois|1|12|7|3|2|.667|0|0|0|0||
102|H.E. Smith|1948|1949|Furman|2|18|5|12|1|.306|0|0|0|0||
103|Harry Smith|1899|1906|Amherst|8|79|41|31|7|.563|0|0|0|0||
104|Homer Smith|1965|1978|Army|12|125|53|71|1|.428|1|0|1|0|.000|
105|John Smith|1995|2012|Arkansas|13|156|83|73|0|.532|7|1|6|0|.143|
106|Jonathan Smith|2018|2019|Oregon State|2|24|7|17|0|.292|0|0|0|0||
107|Larry Smith|1976|2000|Missouri|24|276|143|126|7|.531|10|3|6|1|.350|
108|Lovie Smith|2016|2019|Illinois|4|49|15|34|0|.306|1|0|1|0|.000|
109|Maurice Smith|1939|1946|San Francisco|3|26|13|13|0|.500|0|0|0|0||
110|Paul Smith|1908|1909|Dickinson|2|19|7|9|3|.447|0|0|0|0||
111|Richard Smith|1925|1925|Oregon|1|7|1|5|1|.214|0|0|0|0||
112|Riley Smith|1941|1941|Washington & Lee|1|9|1|6|2|.222|0|0|0|0||
113|Robert Smith|1946|1947|Furman|2|19|4|15|0|.211|0|0|0|0||
114|W.C. Smith|1914|1915|Wake Forest|2|16|6|10|0|.375|0|0|0|0||
115|Wayne Smith|1902|1902|Washington (MO)|1|9|2|6|1|.278|0|0|0|0||
116|Henry Smither|1906|1907|Army|2|17|8|7|2|.529|0|0|0|0||
117|Carl Snavely|1930|1952|Cornell|18|166|106|49|11|.672|3|0|3|0|.000|
118|Bill Snyder|1989|2018|Kansas State|27|333|215|117|1|.647|19|9|10|0|.474|
119|Bruce Snyder|1976|2000|Arizona State|21|237|124|107|6|.536|6|3|3|0|.500|record adjusted to 125-106-6 by NCAA
120|Charlie Snyder|1962|1967|Marshall|6|60|23|36|1|.392|0|0|0|0||
121|Mark Snyder|2005|2009|Marshall|5|60|23|37|0|.383|1|1|0|0|1.000|
122|Ossie Solem|1921|1945|Syracuse|24|194|99|83|12|.541|0|0|0|0||
123|Frank Solich|1998|2019|Ohio|21|271|171|100|0|.631|16|7|9|0|.438|
124|Frank Sommers|1912|1912|Colgate|1|7|5|2|0|.714|0|0|0|0||
125|William Spaulding|1922|1938|UCLA|14|127|67|50|10|.567|0|0|0|0||
126|Jake Spavital|2019|2019|Texas State|1|12|3|9|0|.250|0|0|0|0||
127|Frank Spaziani|2006|2012|Boston College|5|51|22|29|0|.431|3|1|2|0|.333|
128|Clarence Spears|1921|1944|Maryland|17|147|89|48|11|.639|1|1|0|0|1.000|
129|Cliff Speegle|1955|1962|Oklahoma State|8|81|36|42|3|.463|1|1|0|0|1.000|
130|Frederick Speik|1908|1909|Purdue|2|14|6|8|0|.429|0|0|0|0||
131|Steve Spurrier|1987|2015|South Carolina|26|319|228|89|2|.718|21|11|10|0|.524|
132|Tal Stafford|1918|1918|North Carolina State|1|4|1|3|0|.250|0|0|0|0||
133|Amos Alonzo Stagg|1891|1943|Pacific|43|434|282|123|29|.683|0|0|0|0||
134|Skip Stahley|1941|1961|Idaho|13|115|41|72|2|.365|0|0|0|0||
135|Gene Stallings|1965|1996|Alabama|14|160|97|61|2|.613|7|6|1|0|.857|record adjusted to 89-70-1 by NCAA
136|Dutch Stanley|1933|1935|Florida|3|29|14|13|2|.517|0|0|0|0||
137|Jim Stanley|1973|1978|Oklahoma State|6|68|35|31|2|.529|2|2|0|0|1.000|
138|Clay Stapleton|1958|1967|Iowa State|10|99|42|53|4|.444|0|0|0|0||
139|Raymond Starbuck|1901|1902|Cornell|2|23|19|4|0|.826|0|0|0|0||
140|Clarence Stasavich|1965|1969|East Carolina|5|49|27|21|1|.561|1|1|0|0|1.000|
141|Ralph Staub|1977|1980|Cincinnati|4|44|14|28|2|.341|0|0|0|0||
142|Leslie Stauffer|1910|1910|Chattanooga|1|8|5|2|1|.688|0|0|0|0||
143|N.P. Stauffer|1896|1911|Mississippi|7|70|42|23|5|.636|0|0|0|0||
144|Kevin Steele|1999|2002|Baylor|4|45|9|36|0|.200|0|0|0|0||
145|Walter Steffen|1922|1932|Carnegie Mellon|11|97|56|33|8|.619|0|0|0|0||
146|Herman Stegeman|1920|1922|Georgia|3|29|20|6|3|.741|0|0|0|0||
147|Herman Steiner|1922|1922|Duke|1|10|7|2|1|.750|0|0|0|0||
148|Mal Stevens|1928|1941|New York University|13|109|54|45|10|.541|0|0|0|0||
149|Tally Stevens|1959|1960|Brigham Young|2|21|6|15|0|.286|0|0|0|0||
150|Bill Stewart|2007|2010|West Virginia|4|40|28|12|0|.700|4|2|2|0|.500|
151|Edward Stewart|1916|1926|Texas|8|69|41|23|5|.630|0|0|0|0||
152|George Stewart|1890|1893|Harvard|4|49|46|3|0|.939|0|0|0|0||
153|James Stewart|1942|1944|Southern Methodist|3|30|10|18|2|.367|0|0|0|0||
154|John Stewart|1923|1923|Montana|1|8|4|4|0|.500|0|0|0|0||
155|H.O. Stickney|1894|1895|Wisconsin|2|15|10|4|1|.700|0|0|0|0||
156|Tom Stidham|1937|1945|Marquette|9|82|47|30|5|.604|1|0|1|0|.000|
157|John Stiegman|1956|1964|Pennsylvania|9|82|34|48|0|.415|0|0|0|0||
158|Jumbo Stiehm|1911|1921|Indiana|11|79|55|20|4|.722|0|0|0|0||
159|Lynn Stiles|1976|1978|San Jose State|3|34|18|16|0|.529|0|0|0|0||
160|George Stillman|1901|1901|Yale|1|13|11|1|1|.885|0|0|0|0||
161|Lon Stiner|1933|1948|Oregon State|14|140|74|49|17|.589|1|1|0|0|1.000|
162|Harry Stiteler|1948|1950|Texas A&M|3|31|8|21|2|.290|1|1|0|0|1.000|
163|Chuck Stobart|1977|1994|Memphis|14|156|69|84|3|.452|1|1|0|0|1.000|record adjusted to 70-83-3 by NCAA
164|Mike Stock|1978|1982|Eastern Michigan|5|45|6|38|1|.144|0|0|0|0||
165|Rick Stockstill|2006|2019|Middle Tennessee State|14|177|91|86|0|.514|8|2|6|0|.250|
166|Nelson Stokley|1986|1998|Louisiana|13|143|62|80|1|.437|0|0|0|0||
167|Cal Stoll|1969|1978|Minnesota|10|110|54|56|0|.491|1|0|1|0|.000|
168|Dennis Stolz|1973|1988|San Diego State|15|170|91|77|2|.541|3|0|3|0|.000|
169|Alex Stone|1910|1910|Tennessee|1|9|3|5|1|.389|0|0|0|0||
170|John Stone|1908|1908|Clemson|1|7|1|6|0|.143|0|0|0|0||
171|Bob Stoops|1999|2016|Oklahoma|18|238|190|48|0|.798|18|9|9|0|.500|
172|Mark Stoops|2013|2019|Kentucky|7|88|44|44|0|.500|4|2|2|0|.500|
173|Mike Stoops|2004|2011|Arizona|8|91|41|50|0|.451|3|1|2|0|.333|
174|William Story|1946|1947|Davidson|2|19|10|8|1|.553|0|0|0|0||
175|Jeff Stoutland|2010|2010|Miami (FL)|1|1|0|1|0|.000|1|0|1|0|.000|
176|Jerry Stovall|1980|1983|Louisiana State|4|45|22|21|2|.511|1|0|1|0|.000|
177|Red Strader|1940|1941|Saint Mary's (CA)|2|17|10|7|0|.588|0|0|0|0||
178|Leo Strang|1964|1967|Kent State|4|39|17|20|2|.462|0|0|0|0||
179|Jim Strangeland|1969|1973|Long Beach State|5|57|31|24|2|.561|1|0|0|1|.500|
180|Steve Stripling|2009|2012|Cincinnati|2|2|2|0|0|1.000|2|2|0|0|1.000|
181|Don Strock|2004|2006|Florida International|3|33|8|25|0|.242|0|0|0|0||
182|Charlie Strong|2004|2019|South Florida|11|127|74|53|0|.583|8|4|4|0|.500|
183|Jim Strong|1990|1993|Nevada-Las Vegas|4|44|17|27|0|.386|0|0|0|0||
184|Stuart|1910|1911|Colorado Mines|2|13|4|9|0|.308|0|0|0|0||
185|Abe Stuber|1947|1953|Iowa State|7|65|24|38|3|.392|0|0|0|0||
186|Charles Studley|1961|1966|Cincinnati|6|60|27|33|0|.450|0|0|0|0||
187|Harry Stuhldreher|1930|1948|Wisconsin|19|169|78|80|11|.494|0|0|0|0||
188|Bob Stull|1986|1993|Missouri|8|91|36|53|2|.407|1|0|1|0|.000|
189|L.C. Sullivan|1919|1920|Newberry|2|15|2|11|2|.200|0|0|0|0||
190|Pat Sullivan|1992|1997|Texas Christian|6|67|24|42|1|.366|1|0|1|0|.000|
191|R.L. Sullivan|1919|1921|Mississippi|2|17|7|10|0|.412|0|0|0|0||
192|Kevin Sumlin|2008|2019|Arizona|12|153|95|58|0|.621|7|4|3|0|.571|
193|Tyson Summers|2016|2017|Georgia Southern|2|18|5|13|0|.278|0|0|0|0||
194|Sal Sunseri|1992|1992|Pittsburgh|1|1|0|1|0|.000|0|0|0|0||
195|Jim Sutherland|1956|1963|Washington State|8|80|37|39|4|.488|0|0|0|0||
196|Jock Sutherland|1919|1938|Pittsburgh|20|186|144|28|14|.812|4|1|3|0|.250|
197|Herman Sutter|1902|1902|Georgetown|1|10|7|3|0|.700|0|0|0|0||
198|Bob Sutton|1991|1999|Army|9|100|44|55|1|.445|1|0|1|0|.000|
199|Stanley Sutton|1920|1920|Virginia Tech|1|10|4|6|0|.400|0|0|0|0||
200|Wayne Sutton|1917|1917|Louisiana State|1|8|3|5|0|.375|0|0|0|0||
201|Fred Swan|1939|1939|Temple|1|9|2|7|0|.222|0|0|0|0||
202|Joseph Swan|1902|1902|Yale|1|12|11|0|1|.958|0|0|0|0||
203|Jim Sweeney|1968|1996|Fresno State|27|307|169|134|4|.557|7|5|2|0|.714|record adjusted to 170-133-4 by NCAA
204|Edwin Sweetland|1904|1914|Tulane|4|34|16|15|3|.515|0|0|0|0||
205|Dabo Swinney|2008|2019|Clemson|12|161|130|31|0|.807|16|10|6|0|.625|
